 1570,1570,1580,1570,1590,1570,1580,1580,1550,1560,1560,1570,1560,1560,1610,1590,1570,1570,1580,1570,1570,1590,1560,1580,1550,1520,1520,1520,1520,1550,
 1530,1540,1560,1550,1560,1540,1560,1550,1530,1540,1540,1550,1540,1540,1590,1570,1550,1550,1560,1550,1540,1570,1540,1560,1520,1440,1380,1370,1450,1520,
 1530,1550,1560,1550,1570,1550,1560,1560,1540,1550,1540,1550,1540,1540,1590,1580,1550,1560,1570,1550,1550,1580,1540,1560,1530,1480,1460,1450,1490,1530,
 1550,1560,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1570,1560,1560,1580,1550,1570,1560,1580,1690,1680,1590,1570,
 1580,1590,1600,1590,1610,1590,1600,1600,1580,1590,1580,1600,1590,1580,1640,1620,1600,1600,1600,1590,1590,1620,1580,1610,1590,1610,1700,1690,1620,1600,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1590,1580,1580,1630,1610,1590,1590,1600,1580,1580,1610,1570,1590,1560,1510,1490,1480,1510,1560,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1580,1610,1580,1600,1580,1580,1640,1630,1580,1580,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1580,1610,1580,1600,1580,1580,1650,1640,1590,1590,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1590,1600,1590,1580,1610,1570,1590,1570,1520,1500,1500,1530,1570,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1600,1590,1590,1640,1620,1600,1600,1610,1600,1600,1620,1580,1600,1590,1620,1730,1720,1620,1600,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1610,1580,1600,1570,1530,1540,1530,1540,1580,
 1520,1530,1550,1540,1560,1540,1550,1550,1530,1540,1540,1550,1540,1540,1590,1580,1550,1560,1570,1550,1550,1570,1540,1550,1520,1430,1350,1340,1430,1510,
 1530,1540,1550,1540,1560,1540,1560,1550,1530,1540,1540,1550,1540,1540,1600,1580,1550,1560,1570,1560,1550,1570,1540,1560,1520,1420,1310,1300,1430,1520,
 1530,1540,1560,1540,1560,1540,1560,1560,1530,1540,1540,1550,1550,1550,1600,1580,1560,1570,1570,1560,1550,1580,1540,1560,1520,1400,1310,1300,1420,1530,
 1580,1580,1590,1570,1590,1570,1580,1580,1550,1570,1560,1570,1560,1560,1610,1600,1570,1580,1590,1580,1580,1610,1570,1590,1580,1590,1660,1650,1600,1590,
