 1580,1580,1590,1580,1590,1570,1580,1580,1560,1570,1560,1570,1560,1560,1570,1530,1510,1530,1580,1580,1570,1600,1560,1580,1560,1550,1590,1580,1550,1560,
 1550,1550,1570,1550,1570,1550,1570,1560,1540,1550,1540,1550,1550,1540,1570,1530,1510,1510,1560,1560,1550,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1540,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1550,1580,1520,1490,1530,1570,1560,1550,1580,1540,1570,1540,1530,1570,1560,1530,1550,
 1520,1540,1550,1540,1560,1540,1560,1550,1530,1540,1540,1550,1540,1520,1510,1390,1360,1440,1530,1530,1540,1570,1530,1550,1530,1520,1560,1550,1520,1540,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1590,1510,1480,1530,1590,1580,1580,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1550,1570,1580,1570,1590,1570,1590,1580,1560,1580,1570,1580,1570,1560,1550,1460,1420,1490,1560,1570,1570,1600,1560,1580,1560,1550,1590,1580,1550,1570,
 1560,1570,1590,1570,1600,1570,1590,1590,1560,1580,1570,1580,1580,1570,1580,1490,1460,1520,1580,1580,1580,1600,1570,1590,1570,1550,1590,1590,1560,1580,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1580,1590,1580,1580,1630,1590,1570,1590,1610,1590,1580,1610,1580,1600,1580,1560,1600,1590,1570,1590,
 1560,1570,1590,1570,1590,1570,1590,1590,1560,1580,1570,1580,1570,1560,1600,1570,1540,1560,1580,1580,1580,1610,1570,1590,1570,1550,1590,1590,1560,1580,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1600,1590,1590,1680,1730,1710,1670,1620,1600,1600,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1570,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1600,1600,1600,1680,1700,1680,1660,1630,1610,1600,1620,1590,1600,1580,1570,1610,1600,1570,1590,
 1550,1550,1570,1560,1570,1550,1570,1560,1540,1560,1550,1560,1560,1570,1670,1720,1710,1660,1610,1580,1570,1590,1560,1570,1550,1540,1580,1570,1540,1560,
 1550,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1560,1560,1660,1730,1710,1650,1600,1580,1570,1590,1550,1570,1550,1540,1570,1570,1540,1560,
 1530,1540,1560,1540,1560,1540,1560,1550,1530,1540,1540,1550,1550,1550,1570,1490,1470,1510,1570,1560,1550,1580,1540,1560,1540,1530,1560,1550,1530,1550,
 1560,1570,1580,1570,1580,1560,1570,1570,1550,1560,1550,1560,1550,1550,1580,1530,1510,1540,1580,1570,1570,1600,1560,1580,1560,1540,1590,1580,1550,1570,
