 1570,1570,1580,1570,1590,1570,1580,1580,1550,1560,1550,1570,1560,1560,1610,1590,1570,1570,1580,1570,1560,1590,1560,1570,1550,1520,1520,1510,1500,1540,
 1550,1550,1570,1550,1570,1550,1570,1560,1540,1550,1540,1550,1550,1550,1600,1580,1550,1560,1570,1560,1550,1580,1550,1570,1550,1550,1600,1600,1570,1560,
 1550,1560,1570,1560,1580,1560,1570,1570,1540,1550,1550,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1570,1550,1570,1670,1680,1620,1570,
 1550,1560,1570,1560,1580,1560,1570,1570,1550,1560,1550,1570,1560,1550,1600,1590,1560,1570,1580,1560,1560,1590,1550,1580,1560,1590,1720,1730,1660,1590,
 1570,1580,1600,1580,1600,1580,1600,1600,1570,1590,1580,1590,1580,1580,1630,1610,1590,1600,1600,1590,1590,1610,1570,1600,1570,1540,1530,1510,1510,1570,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1590,1580,1580,1630,1610,1590,1590,1600,1590,1590,1610,1570,1590,1570,1520,1500,1480,1490,1560,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1590,1580,1580,1630,1610,1590,1590,1600,1590,1580,1610,1570,1590,1570,1520,1490,1470,1480,1560,
 1570,1580,1600,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1640,1620,1590,1600,1610,1600,1590,1620,1580,1600,1590,1610,1720,1730,1670,1610,
 1560,1570,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1590,1600,1590,1580,1610,1580,1600,1570,1520,1490,1470,1490,1570,
 1570,1580,1600,1580,1600,1580,1600,1600,1570,1590,1580,1590,1590,1580,1640,1620,1600,1600,1610,1600,1590,1620,1580,1600,1580,1560,1600,1590,1570,1590,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1590,1580,1590,1580,1580,1630,1620,1590,1600,1610,1590,1590,1620,1580,1600,1570,1550,1580,1570,1550,1580,
 1550,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1550,1600,1590,1570,1570,1580,1570,1560,1590,1550,1570,1560,1570,1660,1660,1620,1580,
 1530,1540,1550,1540,1560,1550,1560,1560,1530,1540,1540,1550,1550,1550,1600,1580,1560,1560,1570,1560,1550,1580,1540,1560,1530,1430,1320,1280,1350,1500,
 1540,1550,1560,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1550,1610,1590,1560,1570,1580,1570,1560,1580,1550,1570,1540,1490,1500,1500,1470,1540,
 1570,1570,1590,1570,1590,1570,1580,1580,1550,1560,1560,1570,1560,1560,1610,1590,1570,1580,1590,1580,1580,1600,1570,1590,1570,1550,1550,1540,1530,1580,
